"rules","support","confidence","coverage","lift","count"
"{Medium,Political_No,Support_Group_No} => {Social_Club_No}",0.243755383290267,0.835629921259842,0.291702555268447,1.02917221207498,849
"{Family_Yes,M,Religious_Yes} => {Political_No}",0.100488084984209,0.892857142857143,0.112546655182314,0.985368006518197,350
"{Family_Yes,No,Religious_Yes} => {Political_No}",0.10077519379845,0.906976744186046,0.111111111111111,1.00095057034221,351
"{Family_Yes,Religious_Yes,Yes} => {Political_No}",0.102210737869653,0.90126582278481,0.113407981625036,0.994647927997305,356
"{F,Family_Yes,Religious_Yes} => {Political_No}",0.102497846683893,0.915384615384615,0.111972437553833,1.01022959929804,357
"{Family_Yes,Professional_No,Religious_Yes} => {Support_Group_No}",0.132644272179156,0.853974121996303,0.155325868504163,1.01515080782018,462
"{Family_Yes,Professional_No,Religious_Yes} => {Political_No}",0.144989951191502,0.933456561922366,0.155325868504163,1.0301740193839,505
"{Family_Yes,Religious_Yes,Social_Club_No} => {Support_Group_No}",0.103933390755096,0.85377358490566,0.121734137238013,1.01491242192028,362
"{Family_Yes,Religious_Yes,Social_Club_No} => {Political_No}",0.111972437553833,0.919811320754717,0.121734137238013,1.01511496520554,390
"{Family_Yes,Religious_Yes,Support_Group_No} => {Political_No}",0.169681309216193,0.920560747663551,0.184323858742463,1.01594204186063,591
"{Family_Yes,Political_No,Religious_Yes} => {Support_Group_No}",0.169681309216193,0.835926449787836,0.202985931668102,0.993696868467929,591
"{Family_Yes,Long,Professional_No} => {Political_No}",0.104507608383577,0.930946291560102,0.112259546368074,1.0274036544689,364
"{Family_Yes,Long,Support_Group_No} => {Political_No}",0.124605225380419,0.925373134328358,0.13465403387884,1.02125305033767,434
"{Family_Yes,Long,Political_No} => {Support_Group_No}",0.124605225380419,0.839458413926499,0.148435256962389,0.997895445633446,434
"{Family_Yes,M,Professional_No} => {Support_Group_No}",0.110824002296871,0.859688195991091,0.128911857594028,1.02194334014914,386
"{Family_Yes,M,Professional_No} => {Political_No}",0.118863049095607,0.922048997772829,0.128911857594028,1.01758449278921,414
"{Family_Yes,M,Social_Club_No} => {Support_Group_No}",0.111972437553833,0.864745011086475,0.129486075222509,1.02795456437344,390
"{Family_Yes,M,Social_Club_No} => {Political_No}",0.115991960953201,0.895787139689579,0.129486075222509,0.988601586672624,404
"{Family_Yes,M,Support_Group_No} => {Political_No}",0.145564168819983,0.902135231316726,0.161355153603216,0.995607417831482,507
"{Family_Yes,M,Political_No} => {Support_Group_No}",0.145564168819983,0.849246231155779,0.171403962101637,1.00953058809405,507
"{Family_Yes,No,Professional_No} => {Support_Group_No}",0.111111111111111,0.844978165938865,0.131495836922193,1.00445698019286,387
"{Family_Yes,No,Professional_No} => {Political_No}",0.122021246052254,0.927947598253275,0.131495836922193,1.02409426004948,425
"{Family_Yes,No,Social_Club_No} => {Support_Group_No}",0.111111111111111,0.830472103004292,0.133792707436118,0.987213083537184,387
"{Family_Yes,No,Social_Club_No} => {Political_No}",0.121734137238013,0.909871244635193,0.133792707436118,1.00414497625614,424
"{Family_Yes,No,Support_Group_No} => {Political_No}",0.147861039333908,0.927927927927928,0.159345391903531,1.02407255163909,515
"{Family_Yes,No,Political_No} => {Support_Group_No}",0.147861039333908,0.83739837398374,0.176571920757967,0.99544659951719,515
"{Family_Yes,Professional_No,Yes} => {Support_Group_No}",0.109388458225668,0.854260089686099,0.128050531151306,1.01549074825143,381
"{Family_Yes,Professional_No,Yes} => {Political_No}",0.118863049095607,0.928251121076233,0.128050531151306,1.02442923152995,414
"{Family_Yes,Social_Club_No,Yes} => {Support_Group_No}",0.11053689348263,0.869074492099323,0.127189204708585,1.03310117951602,385
"{Family_Yes,Social_Club_No,Yes} => {Political_No}",0.113695090439276,0.893905191873589,0.127189204708585,0.986524646164674,396
"{Family_Yes,Support_Group_No,Yes} => {Political_No}",0.14900947459087,0.916961130742049,0.162503588860178,1.01196946082844,519
"{Family_Yes,Political_No,Yes} => {Support_Group_No}",0.14900947459087,0.863560732113145,0.172552397358599,1.02654676790105,519
"{F,Family_Yes,Professional_No} => {Support_Group_No}",0.109675567039908,0.83956043956044,0.130634510479472,0.998016727300004,382
"{F,Family_Yes,Professional_No} => {Political_No}",0.122021246052254,0.934065934065934,0.130634510479472,1.03084652989596,425
"{F,Family_Yes,Social_Club_No} => {Support_Group_No}",0.109675567039908,0.834061135371179,0.131495836922194,0.991479499828606,382
"{F,Family_Yes,Social_Club_No} => {Political_No}",0.119437266724088,0.908296943231441,0.131495836922194,1.00240755807196,416
"{F,Family_Yes,Support_Group_No} => {Political_No}",0.151306345104795,0.942754919499106,0.160493827160494,1.0404357999415,527
"{F,Family_Yes,Political_No} => {Support_Group_No}",0.151306345104795,0.851373182552504,0.17772035601493,1.01205897434484,527
"{Family_Yes,Hobbies_No,Religious_No} => {Social_Club_No}",0.117714613838645,0.883620689655172,0.133218489807637,1.08827823976979,410
"{Family_Yes,Religious_No,Social_Club_No} => {Hobbies_No}",0.117714613838645,0.845360824742268,0.13924777490669,1.20770785585616,410
"{Family_Yes,Hobbies_No,Religious_No} => {Support_Group_No}",0.112833763996555,0.84698275862069,0.133218489807637,1.00683991408732,393
"{Family_Yes,Religious_No,Support_Group_No} => {Hobbies_No}",0.112833763996555,0.820459290187891,0.137525122021246,1.17213277593291,393
"{Family_Yes,Hobbies_No,Religious_No} => {Political_No}",0.118288831467126,0.887931034482759,0.133218489807637,0.979931493378786,412
"{Family_Yes,Political_No,Religious_No} => {Hobbies_No}",0.118288831467126,0.80943025540275,0.146138386448464,1.15637636569638,412
"{Family_Yes,Religious_No,Social_Club_No} => {Support_Group_No}",0.117714613838645,0.845360824742268,0.13924777490669,1.00491186094789,410
"{Family_Yes,Religious_No,Support_Group_No} => {Social_Club_No}",0.117714613838645,0.855949895615866,0.137525122021246,1.05419854541374,410
"{Family_Yes,Religious_No,Social_Club_No} => {Political_No}",0.123456790123457,0.88659793814433,0.13924777490669,0.978460272039512,430
"{Family_Yes,Political_No,Religious_No} => {Social_Club_No}",0.123456790123457,0.844793713163065,0.146138386448464,1.04045845224433,430
"{Family_Yes,Religious_No,Support_Group_No} => {Political_No}",0.127189204708585,0.924843423799583,0.137525122021246,1.02066845535296,443
"{Family_Yes,Political_No,Religious_No} => {Support_Group_No}",0.127189204708585,0.870333988212181,0.146138386448464,1.03459838940035,443
"{Family_Yes,Hobbies_No,Professional_No} => {Social_Club_No}",0.107091587711743,0.817982456140351,0.130921619293712,1.00743737437654,373
"{Family_Yes,Hobbies_No,Professional_No} => {Support_Group_No}",0.115130634510479,0.879385964912281,0.130921619293712,1.04535881084965,401
"{Family_Yes,Hobbies_No,Professional_No} => {Political_No}",0.120585701981051,0.921052631578947,0.130921619293712,1.01648489093456,420
"{Family_Yes,Professional_No,Social_Club_No} => {Support_Group_No}",0.14900947459087,0.860696517412935,0.17312661498708,1.02314196933422,519
"{Family_Yes,Professional_No,Social_Club_No} => {Political_No}",0.162216480045937,0.93698175787728,0.17312661498708,1.03406446853187,565
"{Family_Yes,Professional_No,Support_Group_No} => {Political_No}",0.208153890324433,0.944010416666667,0.220499569336779,1.04182138189164,725
"{Family_Yes,Political_No,Professional_No} => {Support_Group_No}",0.208153890324433,0.864123957091776,0.240884295147861,1.02721629438589,725
"{Family_Yes,Hobbies_No,Social_Club_No} => {Support_Group_No}",0.142980189491817,0.864583333333333,0.165374677002584,1.02776237201365,498
"{Family_Yes,Hobbies_No,Support_Group_No} => {Social_Club_No}",0.142980189491817,0.821782178217822,0.173987941429802,1.01211715938213,498
"{Family_Yes,Hobbies_No,Social_Club_No} => {Political_No}",0.148722365776629,0.899305555555556,0.165374677002584,0.992484553231939,518
"{Family_Yes,Hobbies_No,Political_No} => {Social_Club_No}",0.148722365776629,0.820919175911252,0.181165661785817,1.01105427499961,518
"{Family_Yes,Hobbies_No,Support_Group_No} => {Political_No}",0.160206718346253,0.920792079207921,0.173987941429802,1.01619734216768,558
"{Family_Yes,Hobbies_No,Political_No} => {Support_Group_No}",0.160206718346253,0.884310618066561,0.181165661785817,1.05121292925796,558
"{Family_Yes,Social_Club_No,Support_Group_No} => {Political_No}",0.205282802182027,0.926165803108808,0.221648004593741,1.02212784924841,715
"{Family_Yes,Political_No,Social_Club_No} => {Support_Group_No}",0.205282802182027,0.871951219512195,0.23542922767729,1.03652085240989,715
"{Long,Professional_No,Religious_Yes} => {Support_Group_No}",0.10565604364054,0.85981308411215,0.122882572494976,1.02209179930465,368
"{Long,Professional_No,Religious_Yes} => {Political_No}",0.116279069767442,0.946261682242991,0.122882572494976,1.04430590597349,405
"{Long,Religious_Yes,Social_Club_No} => {Political_No}",0.105368934826299,0.924433249370277,0.113982199253517,1.02021578186206,367
"{Long,Religious_Yes,Support_Group_No} => {Political_No}",0.135228251507321,0.942,0.143554407120299,1.03960266159696,471
"{Long,Political_No,Religious_Yes} => {Support_Group_No}",0.135228251507321,0.847122302158273,0.159632500717772,1.00700579468166,471
"{M,Professional_No,Religious_Yes} => {Support_Group_No}",0.130347401665231,0.869731800766284,0.149870801033592,1.03388254678122,454
"{M,Professional_No,Religious_Yes} => {Political_No}",0.13924777490669,0.92911877394636,0.149870801033592,1.02538678379441,485
"{M,Religious_Yes,Social_Club_No} => {Support_Group_No}",0.123456790123457,0.877551020408163,0.140683318977893,1.04317754405516,430
"{M,Religious_Yes,Social_Club_No} => {Political_No}",0.128624748779788,0.914285714285714,0.140683318977893,1.00901683867463,448
"{M,Religious_Yes,Support_Group_No} => {Political_No}",0.163077806488659,0.913183279742765,0.178581682457651,1.00780017849938,568
"{M,Political_No,Religious_Yes} => {Support_Group_No}",0.163077806488659,0.860606060606061,0.189491817398794,1.02303443996277,568
"{No,Professional_No,Religious_Yes} => {Support_Group_No}",0.133218489807637,0.868913857677903,0.153316106804479,1.03291022740346,464
"{No,Professional_No,Religious_Yes} => {Political_No}",0.142693080677577,0.930711610486891,0.153316106804479,1.02714465758107,497
"{No,Religious_Yes,Social_Club_No} => {Support_Group_No}",0.125466551823141,0.868787276341948,0.14441573356302,1.03275975546041,437
"{No,Religious_Yes,Social_Club_No} => {Political_No}",0.133505598621878,0.924453280318091,0.14441573356302,1.02023788825979,465
"{No,Religious_Yes,Support_Group_No} => {Political_No}",0.167097329888028,0.929712460063898,0.179730117714614,1.02604198301729,582
"{No,Political_No,Religious_Yes} => {Support_Group_No}",0.167097329888028,0.854625550660793,0.195521102497847,1.01592518530769,582
"{Professional_No,Religious_Yes,Yes} => {Support_Group_No}",0.120872810795291,0.855691056910569,0.141257536606374,1.01719179222509,421
"{Professional_No,Religious_Yes,Yes} => {Political_No}",0.132070054550675,0.934959349593496,0.141257536606374,1.03183251414263,460
"{Religious_Yes,Social_Club_No,Yes} => {Support_Group_No}",0.109675567039908,0.864253393665158,0.126902095894344,1.02737016045589,382
"{Religious_Yes,Social_Club_No,Yes} => {Political_No}",0.115704852138961,0.911764705882353,0.126902095894344,1.00623462312682,403
"{Religious_Yes,Support_Group_No,Yes} => {Political_No}",0.157048521389607,0.923986486486487,0.169968418030434,1.01972272890761,547
"{Political_No,Religious_Yes,Yes} => {Support_Group_No}",0.157048521389607,0.857366771159875,0.183175423485501,1.0191837760921,547
"{F,Professional_No,Religious_Yes} => {Support_Group_No}",0.123743898937697,0.85515873015873,0.144702842377261,1.0165589956119,431
"{F,Professional_No,Religious_Yes} => {Political_No}",0.135515360321562,0.936507936507937,0.144702842377261,1.03354155350353,472
"{F,Religious_Yes,Social_Club_No} => {Support_Group_No}",0.111685328739592,0.854945054945055,0.130634510479472,1.01630499193639,389
"{F,Religious_Yes,Social_Club_No} => {Political_No}",0.120585701981051,0.923076923076923,0.130634510479472,1.01871892366189,420
"{F,Religious_Yes,Support_Group_No} => {Political_No}",0.161068044788975,0.941275167785235,0.171116853287396,1.03880272794549,561
"{F,Political_No,Religious_Yes} => {Support_Group_No}",0.161068044788975,0.851289833080425,0.189204708584554,1.01195989372666,561
"{Family_No,Professional_No,Religious_Yes} => {Support_Group_No}",0.121447028423773,0.872164948453608,0.13924777490669,1.03677491995356,423
"{Family_No,Professional_No,Religious_Yes} => {Political_No}",0.12977318403675,0.931958762886598,0.13924777490669,1.02852103014386,452
"{Family_No,Hobbies_No,Religious_Yes} => {Political_No}",0.103072064312374,0.93733681462141,0.109962675854149,1.03445631347477,359
"{Family_No,Religious_Yes,Social_Club_No} => {Support_Group_No}",0.131208728107953,0.877159309021113,0.149583692219351,1.04271190215718,457
"{Family_No,Religious_Yes,Social_Club_No} => {Political_No}",0.137238013207005,0.917466410748561,0.149583692219351,1.01252709399152,478
"{Family_No,Religious_Yes,Support_Group_No} => {Political_No}",0.154464542061441,0.934027777777778,0.165374677002584,1.03080442015209,538
"{Family_No,Political_No,Religious_Yes} => {Support_Group_No}",0.154464542061441,0.879084967320261,0.175710594315245,1.0450010038145,538
"{Hobbies_No,Professional_No,Religious_Yes} => {Social_Club_No}",0.106517370083262,0.811816192560175,0.131208728107953,0.999842927399961,371
"{Hobbies_No,Professional_No,Religious_Yes} => {Support_Group_No}",0.118001722652885,0.899343544857768,0.131208728107953,1.06908312858007,411
"{Hobbies_No,Professional_No,Religious_Yes} => {Political_No}",0.123456790123457,0.940919037199125,0.131208728107953,1.03840969789751,430
"{Professional_No,Religious_Yes,Social_Club_No} => {Support_Group_No}",0.172839506172839,0.881405563689605,0.196095320126328,1.04775958304809,602
"{Professional_No,Religious_Yes,Social_Club_No} => {Political_No}",0.185185185185185,0.944363103953148,0.196095320126328,1.04221061187225,645
"{Professional_No,Religious_Yes,Support_Group_No} => {Political_No}",0.239161642262417,0.941242937853107,0.254091300602929,1.03876715860024,833
"{Political_No,Professional_No,Religious_Yes} => {Support_Group_No}",0.239161642262417,0.87042842215256,0.274763135228252,1.03471064653835,833
"{Hobbies_No,Religious_Yes,Social_Club_No} => {Support_Group_No}",0.127476313522825,0.896969696969697,0.142118863049096,1.06626124728514,444
"{Hobbies_No,Religious_Yes,Support_Group_No} => {Social_Club_No}",0.127476313522825,0.802893309222423,0.15877117427505,0.988853393218423,444
"{Hobbies_No,Religious_Yes,Social_Club_No} => {Political_No}",0.132931380993396,0.935353535353535,0.142118863049096,1.03226754234359,463
"{Hobbies_No,Political_No,Religious_Yes} => {Social_Club_No}",0.132931380993396,0.801038062283737,0.165948894631065,0.986568447996554,463
"{Hobbies_No,Religious_Yes,Support_Group_No} => {Political_No}",0.148435256962389,0.934900542495479,0.15877117427505,1.03176761391374,517
"{Hobbies_No,Political_No,Religious_Yes} => {Support_Group_No}",0.148435256962389,0.894463667820069,0.165948894631065,1.06328223720727,517
"{Religious_Yes,Social_Club_No,Support_Group_No} => {Political_No}",0.219925351708297,0.935286935286935,0.235142118863049,1.03219404169975,766
"{Political_No,Religious_Yes,Social_Club_No} => {Support_Group_No}",0.219925351708297,0.882488479262673,0.249210450760838,1.04904688507573,766
"{Long,M,Yes} => {Political_No}",0.105081826012059,0.928934010152284,0.113120872810795,1.0251828762232,366
"{Long,M,Religious_No} => {Hobbies_No}",0.100200976169968,0.879093198992443,0.113982199253517,1.25589893851135,349
"{Long,M,Religious_No} => {Social_Club_No}",0.104794717197818,0.919395465994962,0.113982199253517,1.13233889959705,365
"{Long,M,Religious_No} => {Political_No}",0.103933390755096,0.91183879093199,0.113982199253517,1.00631638428901,362
"{Family_No,Long,M} => {Social_Club_No}",0.107952914154465,0.917073170731707,0.117714613838645,1.12947873184531,376
"{Family_No,Long,M} => {Political_No}",0.108240022968705,0.919512195121951,0.117714613838645,1.01478484651767,377
"{Long,M,Professional_No} => {Social_Club_No}",0.113407981625036,0.824634655532359,0.137525122021246,1.01563030594739,395
"{Long,M,Professional_No} => {Support_Group_No}",0.116566178581682,0.847599164926931,0.137525122021246,1.00757265919471,406
"{Long,M,Professional_No} => {Political_No}",0.128911857594028,0.937369519832985,0.137525122021246,1.0344924073442,449
"{Hobbies_No,Long,M} => {Social_Club_No}",0.122595463680735,0.906581740976645,0.135228251507321,1.11655735637258,427
"{Hobbies_No,Long,M} => {Support_Group_No}",0.115130634510479,0.851380042462845,0.135228251507321,1.01206712897546,401
"{Hobbies_No,Long,M} => {Political_No}",0.125753660637382,0.929936305732484,0.135228251507321,1.02628902182074,438
"{Long,M,Social_Club_No} => {Support_Group_No}",0.140109101349411,0.862190812720848,0.162503588860178,1.02491829375656,488
"{Long,M,Support_Group_No} => {Social_Club_No}",0.140109101349411,0.835616438356164,0.167671547516509,1.02915560636298,488
"{Long,M,Social_Club_No} => {Political_No}",0.150157909847832,0.924028268551237,0.162503588860178,1.01976884010265,523
"{Long,M,Political_No} => {Social_Club_No}",0.150157909847832,0.823622047244094,0.182314097042779,1.01438316497567,523
"{Long,M,Support_Group_No} => {Political_No}",0.155325868504163,0.926369863013699,0.167671547516509,1.0223530522423,541
"{Long,M,Political_No} => {Support_Group_No}",0.155325868504163,0.851968503937008,0.182314097042779,1.01276665502136,541
"{Family_No,Long,No} => {Social_Club_No}",0.101923629055412,0.89873417721519,0.113407981625036,1.10689219916567,355
"{Family_No,Long,No} => {Political_No}",0.103072064312374,0.908860759493671,0.113407981625036,1.00302979255908,359
"{Long,No,Professional_No} => {Social_Club_No}",0.103072064312374,0.815909090909091,0.126327878265863,1.00488379195062,359
"{Long,No,Professional_No} => {Support_Group_No}",0.107378696525983,0.85,0.126327878265863,1.01042662116041,374
"{Long,No,Professional_No} => {Political_No}",0.118575940281367,0.938636363636364,0.126327878265863,1.03589051157968,413
"{Hobbies_No,Long,No} => {Social_Club_No}",0.115991960953201,0.901785714285714,0.128624748779788,1.11065051020408,404
"{Hobbies_No,Long,No} => {Support_Group_No}",0.109962675854149,0.854910714285714,0.128624748779788,1.01626416991711,383
"{Hobbies_No,Long,No} => {Political_No}",0.117714613838645,0.915178571428571,0.128624748779788,1.01000220668115,410
"{Long,No,Social_Club_No} => {Support_Group_No}",0.131495836922194,0.85607476635514,0.15360321561872,1.01764792191637,458
"{Long,No,Support_Group_No} => {Social_Club_No}",0.131495836922194,0.831215970961887,0.158196956646569,1.02373593594776,458
"{Long,No,Social_Club_No} => {Political_No}",0.139821992535171,0.910280373831776,0.153603215618719,1.00459649621549,487
"{Long,No,Political_No} => {Social_Club_No}",0.139821992535171,0.813021702838063,0.171978179730118,1.00132764886315,487
"{Long,No,Support_Group_No} => {Political_No}",0.147573930519667,0.932849364791289,0.158196956646569,1.0295039092421,514
"{Long,No,Political_No} => {Support_Group_No}",0.147573930519667,0.858096828046745,0.171978179730118,1.02005162187263,514
"{F,Long,Yes} => {Political_No}",0.104507608383577,0.892156862745098,0.117140396210164,0.984595168866025,364
"{Long,Religious_No,Yes} => {Hobbies_No}",0.126902095894344,0.898373983739837,0.141257536606374,1.28344404649953,442
"{Long,Religious_No,Yes} => {Social_Club_No}",0.131495836922194,0.930894308943089,0.141257536606374,1.14650101769759,458
"{Long,Religious_No,Yes} => {Support_Group_No}",0.121159919609532,0.857723577235772,0.141257536606374,1.01960792474819,422
"{Long,Religious_No,Yes} => {Political_No}",0.127763422337066,0.904471544715447,0.141257536606374,0.998185801724937,445
"{Family_No,Long,Yes} => {Hobbies_No}",0.118288831467126,0.82897384305835,0.142693080677577,1.18429692180978,412
"{Family_No,Long,Yes} => {Social_Club_No}",0.130921619293712,0.917505030181087,0.142693080677577,1.1300106153185,456
"{Family_No,Long,Yes} => {Support_Group_No}",0.121447028423773,0.851106639839034,0.142693080677577,1.01174212510558,423
"{Family_No,Long,Yes} => {Political_No}",0.130060292850991,0.911468812877264,0.142693080677577,1.00590807200618,453
"{Long,Professional_No,Yes} => {Social_Club_No}",0.133505598621878,0.830357142857143,0.160780935974734,1.02267819256415,465
"{Long,Professional_No,Yes} => {Support_Group_No}",0.137812230835487,0.857142857142857,0.160780935974734,1.01891760117016,480
"{Long,Professional_No,Yes} => {Political_No}",0.151306345104795,0.941071428571429,0.160780935974734,1.03857787887018,527
"{Hobbies_No,Long,Yes} => {Social_Club_No}",0.150445018662073,0.903448275862069,0.166523112259546,1.11269814173536,524
"{Hobbies_No,Long,Yes} => {Support_Group_No}",0.143267298306058,0.860344827586207,0.166523112259546,1.02272390255384,499
"{Hobbies_No,Long,Yes} => {Political_No}",0.152454780361757,0.91551724137931,0.166523112259546,1.01037596695949,531
"{Long,Social_Club_No,Yes} => {Support_Group_No}",0.1633649153029,0.866057838660578,0.188630490956072,1.02951517134976,569
"{Long,Support_Group_No,Yes} => {Social_Club_No}",0.1633649153029,0.840472673559823,0.194372667240884,1.03513660608517,569
"{Long,Social_Club_No,Yes} => {Political_No}",0.172552397358599,0.914764079147641,0.188630490956072,1.00954476795666,601
"{Long,Political_No,Yes} => {Social_Club_No}",0.172552397358599,0.823287671232877,0.209589434395636,1.01397134331828,601
"{Long,Support_Group_No,Yes} => {Political_No}",0.181165661785817,0.93205317577548,0.194372667240884,1.02862522535678,631
"{Long,Political_No,Yes} => {Support_Group_No}",0.181165661785817,0.864383561643836,0.209589434395636,1.02752489597457,631
"{F,Long,Religious_No} => {Hobbies_No}",0.120872810795291,0.913232104121475,0.132357163364915,1.30467080338601,421
"{F,Long,Religious_No} => {Social_Club_No}",0.123456790123457,0.932754880694143,0.132357163364915,1.14879252102465,430
"{F,Long,Religious_No} => {Support_Group_No}",0.113120872810795,0.854663774403471,0.132357163364915,1.01597062329259,394
"{F,Long,Religious_No} => {Political_No}",0.118001722652885,0.891540130151844,0.132357163364915,0.983914535272139,411
"{F,Family_No,Long} => {Hobbies_No}",0.116279069767442,0.840248962655602,0.138386448463968,1.20040489619748,405
"{F,Family_No,Long} => {Social_Club_No}",0.12489233419466,0.902489626556017,0.138386448463968,1.11151745731775,435
"{F,Family_No,Long} => {Support_Group_No}",0.118575940281367,0.856846473029046,0.138386448463968,1.01856527834818,413
"{F,Family_No,Long} => {Political_No}",0.12489233419466,0.902489626556017,0.138386448463968,0.995998532729596,435
"{F,Long,Professional_No} => {Social_Club_No}",0.123169681309216,0.82341650671785,0.149583692219351,1.01413001870519,429
"{F,Long,Professional_No} => {Support_Group_No}",0.128624748779788,0.859884836852207,0.149583692219351,1.02217709445605,448
"{F,Long,Professional_No} => {Political_No}",0.140970427792133,0.942418426103647,0.149583692219351,1.04006444173606,491
"{F,Hobbies_No,Long} => {Social_Club_No}",0.143841515934539,0.899461400359066,0.159919609532013,1.10778785624138,501
"{F,Long,Social_Club_No} => {Hobbies_No}",0.143841515934539,0.800319488817891,0.179730117714614,1.14336045100604,501
"{F,Hobbies_No,Long} => {Support_Group_No}",0.138099339649727,0.863554757630162,0.159919609532013,1.02653966581087,481
"{F,Hobbies_No,Long} => {Political_No}",0.14441573356302,0.903052064631957,0.159919609532013,0.996619246233557,503
"{F,Long,Social_Club_No} => {Support_Group_No}",0.154751650875682,0.861022364217252,0.179730117714614,1.02352931555245,539
"{F,Long,Support_Group_No} => {Social_Club_No}",0.154751650875682,0.83695652173913,0.184898076370945,1.03080606973741,539
"{F,Long,Social_Club_No} => {Political_No}",0.162216480045937,0.902555910543131,0.179730117714614,0.996071684544273,565
"{F,Long,Political_No} => {Social_Club_No}",0.162216480045937,0.814121037463977,0.199253517082974,1.00268160307179,565
"{F,Long,Support_Group_No} => {Political_No}",0.173413723801321,0.937888198757764,0.184898076370945,1.03506482771651,604
"{F,Long,Political_No} => {Support_Group_No}",0.173413723801321,0.870317002881844,0.199253517082974,1.0345781983063,604
"{Family_No,Long,Religious_No} => {Hobbies_No}",0.165661785816825,0.93517017828201,0.177146138386448,1.33601219481388,577
"{Family_No,Long,Religious_No} => {Social_Club_No}",0.171691070915877,0.969205834683955,0.177146138386448,1.19368596966203,598
"{Family_No,Long,Religious_No} => {Support_Group_No}",0.152167671547517,0.858995137763371,0.177146138386448,1.02111947605113,530
"{Family_No,Long,Religious_No} => {Political_No}",0.161929371231697,0.914100486223663,0.177146138386448,1.00881241873163,564
"{Long,Professional_No,Religious_No} => {Hobbies_No}",0.146999712891186,0.895104895104895,0.164226241745622,1.27877372832254,512
"{Long,Professional_No,Religious_No} => {Social_Club_No}",0.153316106804479,0.933566433566434,0.164226241745622,1.14979203964352,534
"{Long,Professional_No,Religious_No} => {Support_Group_No}",0.13953488372093,0.84965034965035,0.164226241745622,1.01001097878231,486
"{Long,Professional_No,Religious_No} => {Political_No}",0.15360321561872,0.935314685314685,0.164226241745622,1.03222466696801,535
"{Hobbies_No,Long,Religious_No} => {Social_Club_No}",0.209302325581395,0.946753246753247,0.22107378696526,1.16603308290013,729
"{Long,Religious_No,Social_Club_No} => {Hobbies_No}",0.209302325581395,0.916981132075472,0.228251507321275,1.3100267772842,729
"{Hobbies_No,Long,Religious_No} => {Support_Group_No}",0.188343382141832,0.851948051948052,0.22107378696526,1.01274234298125,656
"{Long,Religious_No,Support_Group_No} => {Hobbies_No}",0.188343382141832,0.901098901098901,0.209015216767155,1.28733694525327,656
"{Hobbies_No,Long,Religious_No} => {Political_No}",0.200401952339937,0.906493506493506,0.22107378696526,1.00041726334502,698
"{Long,Political_No,Religious_No} => {Hobbies_No}",0.200401952339937,0.902975420439845,0.221935113407982,1.2900177971255,698
"{Long,Religious_No,Social_Club_No} => {Support_Group_No}",0.195808211312087,0.857861635220126,0.228251507321275,1.01977203941014,682
"{Long,Religious_No,Support_Group_No} => {Social_Club_No}",0.195808211312087,0.936813186813187,0.209015216767155,1.15379078135443,682
"{Long,Religious_No,Social_Club_No} => {Political_No}",0.207005455067471,0.906918238993711,0.228251507321275,1.00088600330009,721
"{Long,Political_No,Religious_No} => {Social_Club_No}",0.207005455067471,0.932729624838292,0.221935113407982,1.14876141559822,721
"{Long,Religious_No,Support_Group_No} => {Political_No}",0.193511340798163,0.925824175824176,0.209015216767155,1.02175082522041,674
"{Long,Political_No,Religious_No} => {Support_Group_No}",0.193511340798163,0.871927554980595,0.221935113407982,1.03649272150082,674
"{Family_No,Long,Professional_No} => {Hobbies_No}",0.147286821705426,0.842364532019704,0.174849267872524,1.20342726211018,513
"{Family_No,Long,Professional_No} => {Social_Club_No}",0.161355153603216,0.922824302134647,0.174849267872524,1.13656189686527,562
"{Family_No,Long,Professional_No} => {Support_Group_No}",0.151306345104795,0.865353037766831,0.174849267872524,1.02867734830781,527
"{Family_No,Long,Professional_No} => {Political_No}",0.165374677002584,0.945812807881773,0.174849267872524,1.04381052276686,576
"{Family_No,Hobbies_No,Long} => {Social_Club_No}",0.197817973011771,0.945130315500686,0.209302325581395,1.16403426056891,689
"{Family_No,Long,Social_Club_No} => {Hobbies_No}",0.197817973011771,0.849568434032059,0.232845248349124,1.21371897281939,689
"{Family_No,Hobbies_No,Long} => {Support_Group_No}",0.180304335343095,0.861454046639232,0.209302325581395,1.02404247250664,628
"{Family_No,Long,Support_Group_No} => {Hobbies_No}",0.180304335343095,0.827404479578393,0.217915590008613,1.18205488202278,628
"{Family_No,Hobbies_No,Long} => {Political_No}",0.192937123169681,0.921810699588477,0.209302325581395,1.01732150401352,672
"{Family_No,Long,Political_No} => {Hobbies_No}",0.192937123169681,0.827586206896552,0.233132357163365,1.1823145031258,672
"{Family_No,Long,Social_Club_No} => {Support_Group_No}",0.20212460522538,0.86806411837238,0.232845248349124,1.03190011067952,704
"{Family_No,Long,Support_Group_No} => {Social_Club_No}",0.20212460522538,0.927536231884058,0.217915590008613,1.14236516819384,704
"{Family_No,Long,Social_Club_No} => {Political_No}",0.214183175423486,0.919852034525277,0.232845248349124,1.01515989741811,746
"{Family_No,Long,Political_No} => {Social_Club_No}",0.214183175423486,0.91871921182266,0.233132357163365,1.13150601654113,746
"{Family_No,Long,Support_Group_No} => {Political_No}",0.204134366925065,0.936758893280632,0.217915590008613,1.03381851245134,711
